nombre,categoria,ciudad,latitud,longitud,direccion,telefono,sitio_web,imagen_url,servicios
Taller las dos P,Taller de reparación de automóviles,Pore,5.7291867,-71.9910375,"Cra. 13 #7-46, Pore, Casanare",313 8559359,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Bl2_6Rf8TVyZ14AErCAngA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=114.5493&pitch=0&thumbfov=100,
Taller de motos E&M pore,Taller de reparación de motos,Pore,5.7300505,-71.9992389,"Cl 4 #20-72, Pore, Casanare",312 7650731,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r1Ch_DxvuCoFDy--nip9uA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.75893&pitch=0&thumbfov=100,
Maylu,Tienda de ropa,Pore,5.7298026,-71.9989764,"Cl 4 #20-22, Centro, Pore, Casanare",310 2111287,facebook.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnd_FffGpGtTBAaTgfga1ltSVMEr92VCW_CZASin0kP-UAcT2OSYf5Sk1jBhMb8d01J4jlPHkD4sA5wKs7h91kJhTFIt3nBLT-ufd_cZ_RTJyQ8cRNCmbUjvdGknbK_QbP18TaJDA=w408-h544-k-no,", Entrega a domicilio, "
Boutique Tatty Store,Boutique,Pore,5.8848909,-71.8924683,"Cra. 10 #14-27, Paz de Ariporo, Casanare",318 5157607,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ohTKALxXUzGnfJaA-rVTzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.199274&pitch=0&thumbfov=100,
BELLA BOUTIQUE,Boutique,Pore,5.8807019,-71.8946978,"Cra. 10 #8-60, centro, Paz de Ariporo, Casanare",311 8129257,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk3SL2Yjoso_PLFJJxPt-D38PTd65CUO1x0QJirVVrlyE-bEX4fhjK-7PP2WvY2rQA-vhZROJVuyo0Khw5n8I_qXymP7I4Fd1tSy0k_RhVrqiWgLXgPKdSgrZnSfxN9sdA4yIsAiqaOoo3u=w408-h544-k-no,
Almacén Dayanita Aguilar,Tienda de ropa,Pore,5.7275115,-71.9960727,"Cl 4, Pore, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fc9R2v3LM8r9e9bBkVF2-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.6734&pitch=0&thumbfov=100,", Entrega a domicilio, "
Aquarius Tienda de Ropa,Tienda de ropa,Pore,5.8802061,-71.8942416,"Cra. 9 #8-07, Paz de Ariporo, Casanare",311 8984194,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkKcwrykVQOqr4ffbLC5r4VMwuQC-YpdsqTL8g92eRg_4eQy6lWtwMU2mOnLI--HCjRH1pcZmqfkZImMZ8RXcFJ2jzNKBQS2Hf-rUKr1OXSCN4Ah4MGioxOxnXsD9abv052Bpas=w408-h306-k-no,", Entrega a domicilio, "
Papeleria Helian,Papelería,Pore,5.7292081,-71.9982085,"Cl 4 #19-22, Pore, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Md0k2a_oe8sZywt_ikenlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.73764&pitch=0&thumbfov=100,
Papeleria & Libreria Kayros,Comercio,Pore,5.7290246,-71.9984901,"Cl 4 #1925, Pore, Casanare",311 5397748,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmZEG5htm6oUdDvHxTeoAa2OocSzhSKY42reKeG5AzjGw0LtYr7POOBlOpaxa_IMZ7Vy19GYHrvZ5Qmid4CUjHRKV0EnFq6v6DtJcaj8_YtpbBIq4yrSU2B6OqeTD1fs0p8IUt0=w408-h544-k-no,", Entrega a domicilio, "
Restaurante La Tinaja del Sabor,Restaurante,Nunchía,5.6374741,-72.1948114,"Clalle 7 #5-03, Nunchía, Casanare",311 2695313,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl2AIwgL3QjNOLDFcFAOJ1WrNuMwseJPD9l_EzwwCPpdE-NEQnfM2Bgjs9OAGkoiSTv2-hqiDR_SQXKWp5kx9TPm980J2JM5KAOo56CvaRwp0cnl21eSwy131XnQmIX9Rvw2Qs=w408-h305-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega sin contacto"
Asadero y Restaurante Martha,Restaurante,Nunchía,5.6375632,-72.1944682,"Carrera 5 #7-10, Nunchía, Casanare",315 7866509,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn-DWH_lXIuua3sibUPoUrFrXO1CmjdQDeoQQenbONjCgUY0qhpTnPw5j3cujnRnPzBdbUo466FJpXPOganQWZNghEXerCJoMIcMI3oG7hj7jeVHx57n6H9jJeC5_9YfG2EKKK1=w408-h306-k-no,", Consumo en el lugar, Pedidos desde el automóvil, "
Estadero Los Caballos,Restaurante,Nunchía,5.6328494,-72.1975826,"Nuchia ##232, Nunchía, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmwmMgf3uoSJRcocCZLElcm4JWIcPsxwpb7wf5k8mMjSUUUyb5K_kCbWCMkzERIR-Ny-Vae1niQfLack8yE9t-4MQEj8OsWDhyj8UO4kWQkmyZx58Y870QAGueoWK6feoPuigQ=w532-h240-k-no,", Consumo en el lugar, Para llevar, "
Restaurante Kaney,Restaurante,Nunchía,5.6364315,-72.1958695,"Cra. 5ª #556, Nunchía, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ib4xyBen3KecUNjGUYJaaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=115.268814&pitch=0&thumbfov=100,", Consumo en el lugar, Para llevar, "
Asadero El Cachilapo,Restaurante,Nunchía,5.6336551,-72.198166,"Calle 1a #5-123, Nunchía, Casanare",310 5840444,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWleGl_vE6rAP3OgAPDs8-GlRNbbGpbHa4GzCxbWds4ekksQoBliRmw2V1xdWd8XznWvyAKklmbgsyRZ6hKA3p2NtA0dy79sf8OF6nGmfbSe1W8MrbV3rNYkk_4V6qyU-BoL7sdduw=w408-h541-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega sin contacto"
El Oasis,supermercados,Nunchía,5.6367005,-72.1940421,"Nunchía, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm5DZFA4LqdEthsAbhoy1_TVxoWS8NTu3pg9vP1LyT_nqbeQ0gm4MLRctr6uzcG9DRG1LwODKgTabZxI5QzgyFHWF-ooYEZVjwpdY9Pdn8mifxevNyPKRSFaQ0rSGqIac0voPK5=w426-h240-k-no,
Almacén Dayanita Aguilar,Tienda de ropa,Nunchía,5.7275115,-71.9960727,"Cl 4, Pore, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fc9R2v3LM8r9e9bBkVF2-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=212.6734&pitch=0&thumbfov=100,", Entrega a domicilio, "
Colory Moda Boutique,Tienda de ropa,Nunchía,5.7286364,-71.9974066,"Cl 4 #1822, Pore, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iHfJQ9RkS5bbIh6QdPozjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=351.16968&pitch=0&thumbfov=100,", Entrega a domicilio, "
Maylu,Tienda de ropa,Nunchía,5.7298026,-71.9989764,"Cl 4 #20-22, Centro, Pore, Casanare",310 2111287,facebook.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnd_FffGpGtTBAaTgfga1ltSVMEr92VCW_CZASin0kP-UAcT2OSYf5Sk1jBhMb8d01J4jlPHkD4sA5wKs7h91kJhTFIt3nBLT-ufd_cZ_RTJyQ8cRNCmbUjvdGknbK_QbP18TaJDA=w408-h544-k-no,", Entrega a domicilio, "
Comerciantes Nunchia,Comercio,Nunchía,5.6376749,-72.1943963,"Cr 5 #7-44, Centro, Nunchía, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=16_6DOeR_9f1xEfGX1zgXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.9915&pitch=0&thumbfov=100,
Variedades viyavy,Tienda de ropa,Nunchía,5.7287566,-71.9975154,"Cl 4 #18-44, Centro, Pore, Casanare",313 8296839,facebook.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnwLf1Z149I6hDt0WzYQj2o27qdxjJfTap5cXtbCRVK2NNgWyVAGq_Rc5uweMVBbyK2oxZ7pmjMirhK4YK7NOVJWNDK9LFcdwf8dTxEC4pJ2-HvDsuQMUWOK763WSgzbe2c4tUYsg=w408-h306-k-no,", Entrega a domicilio, "
Restaurante Maniceña,Restaurante,Maní,4.8153038,-72.281281,"Cra. 5 #15 esquina, Maní, Casanare",313 2670137,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWltytIoMBRLNsqvkkMKx_IthZ2EWBur2LeOAMe7TPg2_7rhHRoEXfBsy6NMyEW6ORe93bIADuPNIExBNPzAY01tLGzWsH_ai0a0moZ6NErDNp8UmIMD4YIfPzU8WiQyPBbFH0Ot=w408-h242-k-no,", Consumo en el lugar, Para llevar, "
"Restaurante, café, Hotel Anamela",restaurantes,Maní,4.822038,-72.287998,"Calle 23 #4-47, Maní, Casanare",322 2187648,anamelahotel.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnOdFoqKg-mIq7z0sbDQmQkGJX5-puOIFnzRBlQTdyEO-G_OLoL8nDRU9EiWqOFToKFXaEg_Rm8n1HnoruYXv4iGgkPBs64TcMjectmTGAc_bJwOTkij47PbIU0b6L0P28x1n0=w408-h272-k-no,
Rainbow Maní,Restaurante,Maní,4.8082273,-72.2609965,"Vereda, Las Islas, Maní, Casanare",322 8837628,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkqUl3a35ynpY0nOFkLVf4MjF-NroQEyzR9bavnPcLYM_Kw_8RvQjnIJhX14M4I8p2HwT0tzuTVgGEPFC1v_PBkJ5aE9Y7O8L2aRLQ1Zrx4IWxH3LbFnpcEQdnimlfk80odTSRzTg=w408-h905-k-no,", Consumo en el lugar, Retiros en la puerta, Entrega a domicilio"
Toro sentado,Restaurante,Maní,4.8108572,-72.2820178,"Parque infantil, Cra. 2 #12-10, Maní, Casanare",311 5927530,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnQrIykbRJ5GvgzaBR2Itu3IwRVD6eiurFf2ugs4z_NrqlIDAeNhPl6jx7eLsyigPWikPRf9V6EtDqy09PdN7EP_uCkMFRalfnyuiNZsvOuJS6uPkkphZdtFw8p97lYFw0P-whoqQ=w408-h408-k-no,", Consumo en el lugar, Retiros en la puerta, Entrega sin contacto"
My Broster Y Sus Alitas Picantes,Restaurante,Maní,4.8129344,-72.2842989,"Cra. 2 #15-03, Maní, Casanare",318 2342484,facebook.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmmKzfPesBVnoAyEk8dmkl-Vrr9dVvMsno7xgbsdOkkWnrxG171gik17C9RJaHoVrRGrtkfT9f-KcKsvZzXtU9gDKcQrwCchRySk6DygMOtAgdRLC7z5JhYWrheIj4BFMjAWsdL=w408-h276-k-no,", Consumo en el lugar, Retiros en la puerta, "
Ferreteria Primavera,Ferretería,Maní,4.8133059,-72.2835126,"Cl. 15 #21 a 2-171, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LWbF2p04F3mtO210QnU9XA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=333.20157&pitch=0&thumbfov=100,", Entrega a domicilio, "
Tornillos Yracoresdellla,Ferretería,Maní,4.8157042,-72.2848343,"Cl. 3 #17-58, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9ytjHzwAkDflcUDIcaHqyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.86159&pitch=0&thumbfov=100,", Entrega a domicilio, "
Ferrelectricos El Competidor,Ferretería,Maní,4.8131674,-72.2840161,"Cra. 2 #15 20, Maní, Casanare",315 7711341,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1yu8ar3dQelHgOd5TkjtPQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.061895&pitch=0&thumbfov=100,", Entrega a domicilio, "
Deco Arte Ceramicas y Suministros,Ferretería,Maní,4.8151834,-72.2823444,"Cra. 4 #1584, Maní, Casanare",310 8591350,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sa4oWig1Lg8Mrsi1mCOT6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.51253&pitch=0&thumbfov=100,", Entrega a domicilio, "
Drogueria El Laguito,Farmacia,Maní,4.8164458,-72.2772515,"Cl. 13 #7-56, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dsI8dAFnml3WStdFL2SuEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.51012&pitch=0&thumbfov=100,", Entrega a domicilio, "
Drogueria Sebastian,Farmacia,Maní,4.8115658,-72.282675,"a 13-151, Cra. 2 #1319, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=keuXE-DevJRX8lTNN078_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.14325&pitch=0&thumbfov=100,", Entrega a domicilio, "
Droguería Mani,Farmacia,Maní,4.813015,-72.283854,"Cra. 2 #15-02, Maní, Casanare",86381066,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hHgZ_J0Pv2QffAhDFEftjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.355951&pitch=0&thumbfov=100,", Entrega a domicilio, "
Drogueria La Esperanza,Farmacia,Maní,4.8151227,-72.2847477,"Cl. 17 #22 a 2-130, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p_hitiP4x0-g_wRflSOg7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.13542&pitch=0&thumbfov=100,", Entrega a domicilio, "
Drogueria Farmaunidas,Farmacia,Maní,4.8117488,-72.2747216,"Cra. 6, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uh-8MqQW6sAzCG5Btc62JA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=220.59326&pitch=0&thumbfov=100,", Entrega a domicilio, "
Supermercado La 17,Supermercado,Maní,4.8153282,-72.284526,"a 16-180,, Cl. 3 #162, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DkeQ5ZSPPnrONvgpLkvpTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.78715&pitch=0&thumbfov=100,", Entrega a domicilio, "
Supermercado Don Santos,Supermercado,Maní,4.8127877,-72.2798549,"Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S5Tiz8WVxeaLH6pHU3uKHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.15447&pitch=0&thumbfov=100,", Entrega a domicilio, "
SuperMercado MercaMax,Supermercado,Maní,4.816605,-72.283901,"Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7HxtQ05Xg6Ug5IE9NiOQ9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.587063&pitch=0&thumbfov=100,", Entrega a domicilio, "
SUPERMERCADO FORDEX,Supermercado,Maní,4.8156934,-72.2815782,"Cra. 5 #15-49, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0k27o8xRJv-2CPWS79DVxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.87791&pitch=0&thumbfov=100,", Entrega a domicilio, "
SUPERMERCADO LILI,Supermercado,Maní,4.5900465,-71.9631221,"Vereda, Santa Elena de Cusiva, Maní, Casanare",311 5183375,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnRfVeNHntXLWygiPEMc3FliUkS2SK1BUDF9i47aV8MC4cTYeBS5IAIrnSDvGs_Ya9kVxq9rfjPzMoTQQzzZXUuRbNWHqhgl8la3BapwHK4BjRSYq7qqnZz9O3isQvvoGBXNuUj=w408-h306-k-no,", Entrega a domicilio, "
Talleres Omega,Taller de reparación de automóviles,Maní,4.8185018,-72.2856989,"Cra. 4 #20—16, Maní, Casanare",310 2887721,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmnK3nFdW3SY5dabdzcUlHW3IzA9J4IXp27y6J52S0jucGcegs3xumY7m7PisG1zwY2raOdAw9jo72rv8kRp2usyaeGbb0BYyVlX0L0KDOLRszAPE1tFVU4fbDePGM1Ih65cWV9=w408-h292-k-no,
Estacion Brio Maní,Gasolinera,Maní,4.8217033,-72.2882409,"a 23-124 Calle 3, #232, Maní, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm5DUsZpZOJU2060l-W3jRUaMLUV7XmuOd9-cQhCvBlwTbDOa6eiy-OzXAF3lf1uPIBwvmLH8KSQfbV-HcwW63EPPDG1Gsye9AM4CDRGcjaiVjlLS6Rw1OnE7HKU1MTx5CVaqqR=w426-h240-k-no,", Combustible diésel, "
TALLER Y ALMACEN PHOENIXMOTORS,Taller mecánico,Maní,4.3197903,-72.0832889,"Cl. 19 #4-111, Puerto Gaitán, Meta",312 5045425,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n7oZ8SA6cJ_jtsv7_98D-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.113434&pitch=0&thumbfov=100,
Taller Premium,Taller mecánico,Maní,5.3353257,-72.3940383,"Cra. 20 #24-44, Yopal, Casanare",320 4304562,tallerpremium.net,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlFXq369ZkEDBBRPedjPPYNJAR-z5axobNkSUrDmrPMjKhL4dnNrYtU4hm6gli7D04QoLa6M1_3TEQGT1lC4tIAA_P7tFmN55_aXLRy73DiR3zKoeyXxxyztihwlV7FlwEKVGP-t4sGH74=w647-h240-k-no,
Ribera Automotriz,Taller de reparación de automóviles,Maní,5.3375636,-72.3949714,"carrera 20#21-70, Yopal, Casanare",310 8839205,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PwcLlKJ9gaxYr7M08uvsaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.714&pitch=0&thumbfov=100,
SurtiEcuador,Tienda de ropa,Maní,4.8134312,-72.2842854,"Centro, 4,8133974, -72,2842589, Maní, Casanare",316 2562122,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk6T_Oz6rb0oAcw5ZnQxlJzth3o9plbEC51rfPFTcWwr31lcCJcaZ1kI3_4_sLMmN7px-OUQ0HB8fiMy2P4rE33cSlaXkiDHLht1Xhz8vBY7645jJ3mqfbg6Hl--jqYg45UCz1Sb9bssxb4=w408-h519-k-no,
Almacén Para Todos,Tienda de ropa,Maní,4.8145541,-72.2835933,"Cl. 3 #16-20, Maní, Casanare",314 2970074,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t0SNkFnL_eaGdVr6jBOBFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.13351&pitch=0&thumbfov=100,", Entrega a domicilio, "
Martín Store Totto,Tienda de ropa,Maní,4.8142971,-72.2852892,"Cra. 2 #16-79, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YCgjqw7psuZB1Lpts9bacg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=239.94476&pitch=0&thumbfov=100,
GORDITAS BOUTIQUE PLUS SIZE,Tienda de ropa de tallas grandes,Maní,4.8132161,-72.2835947,"Cl. 15 #2-63, Maní, Casanare",311 5896039,facebook.com,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WJrt8jkhD4i3xeiEpjizhQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=314.7573&pitch=0&thumbfov=100,", Entrega a domicilio, "
Safari,Tienda de ropa,Maní,4.813082,-72.2839056,"Cra. 2, Maní, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rMJP7D40Z8bVl2NYbWjTqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.83268&pitch=0&thumbfov=100,", Entrega a domicilio, "
Papeleria RO&LA,Papelería,Maní,4.5909584,-71.9629745,"Santa Elena de Cusiva, Maní, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmXeWn4SfZOvZ_HK3yZ3LoUT2Jcv2OD-26jMz6TO-G2gKQzb-FmQnOgljc95fwutHk4STCLRuD98MNFD_b0jZoXHOBMeKoKCZXMMlCwAR7dZm8sEX7fvfRe4-4YJTGVoXn-hBTR=w408-h545-k-no,", Entrega a domicilio, "
Asadero Doña Toña,Restaurante,Sabanalarga,4.8536201,-73.0388515,"Cl. 4 #4 33, Sabanalarga, Casanare",313 4061674,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlPDYaI-R_Pvzl_w_5mOpva7o5uafEu2_WHVtyS6tCcq_g80bu9InjqsCaooXJDvpRDBJ6lsPK0NCbsqt24Yn40ziVSJSTWxwgT7SvQDoqbn7YrceUuE8d0jEPk0xN6ptjKH_ZQBQ=w408-h544-k-no,", Consumo en el lugar, Para llevar, "
LA PATRONA 23,Restaurante,Sabanalarga,10.6371379,-74.9298341,"CIl 29 #22-06, Sabanalarga, Atlántico",,instagram.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWla1oS6KlZidcKCQ8nK0KNmU16O63RCo8SaFhF8J_0d86F2A7JRRe4zLn-EbgW2k2L4I04iin7NEadDrYmsGF8fTNXR1WJi4PzlmASwBEbZYcOnxuB9U60UtxwUMfCA1NENaUlemA=w412-h240-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
Parrillada MIX,Restaurante,Sabanalarga,10.631828,-74.9202667,"Calle 21 18-4 Centro Comercial Islazul Locales 10-11, Sabanalarga, Atlántico",304 5549844,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmlcOCHG3BatkEMe04RRUe4GvsdL00XcKeIIDsTgt5mX3RgeTnI_LWQfSA3rG3Ocx3d_BC5re33cwCGQENz34AhIIR6yw6HmyfoqsykCxFqSFR_06-bBGOwKz6PqQS2SZRO3m1u1w=w408-h306-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
Amapola Salón de Onces,Restaurante de comida rápida,Sabanalarga,4.855183,-73.0405848,"Cra. 7 #52, Sabanalarga, Casanare",311 2624589,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmqE_b9-8Lh5tettBzmZbq58fMhGi7SkeXqO_wjHoXuSNWDvTblzcYAhzutIToPzAhiaBZx-ivyoog08mDfD2BcRed0PeOKYoJf4AJs1Ah9jZZr_3vLDpZTbsov8e_bC6OgR-ug=w408-h306-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega sin contacto"
"El Secreto, Restaurante Parador",Restaurante de brunch,Sabanalarga,4.8196289,-73.0727056,"El Secreto, Sabanalarga, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlXUQceL9zOxS_Ei9soknfThTbyICEp_ExPX-lPvhY-zdD5fAGeXlOmEqUseqQhT3XgP2u_QLf0lunEwNhwme47RCx7EZ2nqohUCLs1BRbMLsl3Y9kUb3fb9cpEbXFWXkbQIifguQ=w408-h725-k-no,", Consumo en el lugar, Para llevar, "
"Supermercado ""Doña Tere""",Tienda de alimentación,Sabanalarga,4.8559042,-73.0398404,"# a 5-104, Cra. 6 #52, Sabanalarga, Casanare",313 3773332,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlms2haP-3zRUpWahVg5Sp2iZmFbz8Y7aCe_LNmU1UvaNNXtwhctHVFuWNdS8WnAZj7u3zFT7mpI2La8RB6okds7uG4TIzvpkTPVHfYbCqjKuklimy2p6Ls7RIwwA4jak8B8gZrMg=w408-h240-k-no,", Entrega a domicilio, "
Tienda las palmas,Supermercado,Sabanalarga,4.8555033,-73.0400373,"Cl. 6 #6-61 a 6-1, Sabanalarga, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gRDkXwUugqtAZ5Ig4SPXOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.177064&pitch=0&thumbfov=100,", Entrega a domicilio, "
Multimarket,Tienda de alimentación,Sabanalarga,4.8519351,-73.0410213,"Cl. 2a #6-2 a 6-120, Sabanalarga, Casanare",321 3476017,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZDgvcUtRQxK-sSO8XI91DA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.59575&pitch=0&thumbfov=100,
Mini fruver la cosecha m y m,Supermercado,Sabanalarga,4.8556482,-73.0403355,"Cra. 7 #6-08, Sabanalarga, Casanare",314 4307604,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jQ6vKdJzXlTCDKt2nCEy0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=120.23154&pitch=0&thumbfov=100,", Entrega a domicilio, "
Mirador el paraíso támara,Atracción turística,Támara,5.8504147,-72.1677939,"Vereda alto grande, Támara, La Picacha, Tamará, Casanare",313 2597747,instagram.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk0fFUT9pC-OAqCuaAA5cEJNFXZMkgnAmH9LfV7r-87qmCX8ddvT91vV8dGvoXxlviC-u17sUAJ3qN7tLEOOJgRqTfMt5oFVNpmdARpAIRGesOF_vjbJp-p1uN-FK4GYSxlpagk=w408-h306-k-no,
Asadero y Restaurante paloquemao,Restaurante,Támara,5.8306714,-72.1615039,"Cl. 6 #1b51, Támara, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HO64ngdGRfagSr0fKjyURw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.40424&pitch=0&thumbfov=100,", Consumo en el lugar, Para llevar, "
Restaurante Costallano,Restaurante,Támara,5.8295261,-72.163177,"Cl. 5 #905, Támara, Tamará, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SnwcQ-hEqqsrM-sep72rTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=142.91258&pitch=0&thumbfov=100,
DJOTA CENTRO FERRETERO,Tienda de herramientas,Támara,5.7257577,-71.9934638,"Cl 4 #12 77, Pore, Casanare",320 8556140,wa.me,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mWAp8a4sC1pNal3PfUIJZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.7876&pitch=0&thumbfov=100,", Compras en tienda, Retiro en tienda, Entrega a domicilio"
Tornilleria Fr,Ferretería,Támara,5.7316308,-71.9962454,"Pore, Casanare",321 7470351,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nNEQsgPo6J6wlw-n5s5iuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.886894&pitch=0&thumbfov=100,", Entrega a domicilio, "
Construvarios SAS,Ferretería,Támara,5.333185,-72.401218,"Cl. 24 #12-26, Yopal, Casanare",314 2993942,construvarios.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkgEb5fLpaJh-DnRb5UVIBhVJR_WEimafjvhaeUgUh4AgjkI32a6kx91eBxBqYrbaZdIyx-QNYGMVlqXP9JpBy7yAjSaUiN5gRO77pIWB1U8jriAc4EXiHjUyAjk7xcFchRAmXE=w569-h240-k-no,", Entrega a domicilio, "
