nombre,categoria,ciudad,latitud,longitud,direccion,telefono,sitio_web,imagen_url,servicios
La Brasa Llanera,restaurante,Yopal,5.3281708,-72.3992233,"a 12-127, Cl. 30 #12-1, Yopal, Casanare",,,,
Rapi Roy Parrilla,restaurante,Yopal,5.349798,-72.3971678,"Calle 9 #No. 23 - 61 Centro comercial Unicentro Local 2-68 Centro comercial Gran Plaza Alcaraván, Local 111, Yopal, Casanare",,,,
La Res,restaurante,Yopal,5.348537,-72.394837,"Cra. 25 # 11- 11, Yopal, Casanare",,,,
CARBON Y VINO,restaurante,Yopal,5.3246612,-72.4046859,"Cl. 31 #5-17, Yopal, Casanare",,,,
Restaurante El Brasero,restaurante,Yopal,5.3393064,-72.3972067,"Cra. 19 #Calle 18, Yopal, Casanare",,,,
Tornillos y Herramientas La 40,tienda de herramientas,Yopal,5.3188408,-72.3949296,"Cl. 40 #14 A 52, Yopal, Casanare",,,,
Ferreteria Ferrehidraulicas Y Soluciones,ferretería,Yopal,5.3187337,-72.3952931,"Cl. 40 #14- 24, Yopal, Casanare",,,,
Ferretería la 15 Yopal,tienda de herramientas,Yopal,5.3250272,-72.3937283,"20 de julio, Yopal, Casanare",,,,
Universal De Tornillos Y Herramientas,ferretería,Yopal,5.3317688,-72.406926,"Cl. 24 #7b-40, Yopal, Casanare",,,,
COMERCIALIZADORA FERRECENTRO,ferretería,Yopal,5.3434526,-72.3966862,"Calle 15 21 19 Calle 15 #21 - 19 Bello Hotizonte, Yopal, Casanare",,,,
Drogueria Mundo Farma,farmacia,Yopal,5.3417204,-72.3943762,"El Gavan, Cra. 22 #calle 17-71, Yopal, Casanare",,,,
Farmacenter 24 Horas,farmacia,Yopal,5.3318654,-72.4031924,"Cra. 10 #24 - 131, Yopal, Casanare",,,,
Droguería El Terminal de Yopal,farmacia,Yopal,5.3362664,-72.3902312,"Barrio la Floresta, Cra. 23 #25- 15, Yopal, Casanare",,,,
DROGUERIA FARMA ORIENTE DEL LLANO YOPAL,farmacia,Yopal,5.3359321,-72.3937905,"Cl. 24 #20-11, Yopal, Casanare",,,,
Droguería Alemana,farmacia,Yopal,5.3358929,-72.3938716,"Cl. 24 #20-03 Esquina, Yopal, Casanare",,,,
Super Metro Yopal,supermercado,Yopal,5.3250788,-72.4033326,"Cl. 31 #6 - 72, Yopal, Casanare",,,,
Supermercado Don toño,supermercado,Yopal,5.3309131,-72.4043836,"Cra. 9 #252 a 25-86, Yopal, Casanare",,,,
Supermercado Más x Menos,supermercado,Yopal,5.3181808,-72.3975397,"Cl. 40 #12-10, El Banco, Yopal, Casanare",,,,
Megabastos del llano,supermercado,Yopal,5.3316841,-72.3987507,"a 25b-1, Cra. 14 #25b-33, Yopal, Casanare",,,,
Supérmercado El Portal,supermercado,Yopal,5.3218122,-72.3959139,"Cra. 14 A #36B-36, Yopal, Casanare",,,,
PACHO TUMECANICO,taller mecánico,Yopal,5.3366411,-72.4019659,"Tv. 10 #19-17, Yopal, Casanare",,,,
Tolomotos,taller mecánico,Yopal,5.3231259,-72.3978919,"Cra. 13 #35-30, Yopal, Casanare",,,,
Taller Premium,taller mecánico,Yopal,5.3353257,-72.3940383,"Cra. 20 #24-44, Yopal, Casanare",,,,
TallerJimCarSuarezYopal,taller de frenos,Yopal,5.3296012,-72.4004523,"Cra. 12 #21-46, Primero de mayo, Yopal, Casanare",,,,
OMICRN LyP,taller mecánico,Yopal,5.330677,-72.4033377,"Cl. 26 #9-63, Yopal, Casanare",,,,
cibertienda.com,tienda de ropa para bebés,Yopal,5.3253014,-72.3978538,"nuevo habitat 2, Cl. 33 #13 17, Yopal, Casanare",,,,
CANDY'LU STORE Y KAOS Elegancia que se nota Ropa masculina Y Femenina con carácter.,tienda de ropa de mujer,Yopal,5.3320326,-72.3929186,"Cra. 19 #28-9, Yopal, Casanare",,,,
Surtitodo del Llano Yopal,tienda de ropa,Yopal,5.3471218,-72.4018661,"Cl. 9 #N° 18 - 65, Yopal, Casanare",,,,
Mattelsa Yopal | Unicentro | Tienda de Ropa,tienda de ropa,Yopal,5.347532,-72.389897,"Cra. 29 #14 - 47 Segundo piso - Local 137F, Yopal, Casanare",,,,
Mattelsa Yopal | Unicentro | Tienda de Ropa,tienda de ropa,Yopal,5.347532,-72.3898968,"Cra. 29 #14 - 47 Segundo piso - Local 137F, Yopal, Casanare",,,,
Papeleria Roma Yopal Casanare,papelería,Yopal,5.3191623,-72.4002806,"Tv. 7 #37b - 40, Yopal, Casanare",,,,
Papeleria la Primavera,cibercafé,Yopal,5.3256356,-72.3956295,"Cl. 33a #14 A - 41, La primavera, Yopal, Casanare",,,,
PAPELERIA NICOL,papelería,Yopal,5.3469856,-72.3993753,"Cl. 10 #20-50, Yopal, Casanare",,,,
Papelería Cervantes 1,papelería,Yopal,5.3464869,-72.4001901,"Yopal, Casanare",,,,
PAPELERÍA MULTISERVICIOS LA 13,papelería,Yopal,5.3268401,-72.3990506,"Cl. 31 #12b 03, Yopal, Casanare",,,,
Daniels Burger / Restaurante,restaurante,Aguazul,5.1782026,-72.5493667,"Dg. 22 A #16-50, Aguazul, Casanare",,,,
Mirador del Valle,bar,Aguazul,5.1963709,-72.5564088,"mirador del valle, Cuarto unete, Aguazul, Casanare",,,,
La Barra,restaurante,Aguazul,5.1773625,-72.5435146,"Cra. 17 #20-48, Aguazul, Casanare",,,,
La Cascada Aguazul 2,restaurante de brunch,Aguazul,5.1735451,-72.5495127,"Cra. 19 #12 - 60, Aguazul, Casanare",,,,
CHEPO'S PARRILLA,restaurante familiar,Aguazul,5.178441,-72.5503768,"Cl. 15a #23-49, Aguazul, Casanare",,,,
Ferreteria Sevilla,ferretería,Aguazul,5.168338,-72.5489239,"Cl 9 #1300, Aguazul, Casanare",,,,
Ferreteria Districénter,ferretería,Aguazul,5.1771882,-72.5586858,"Cl 9, Aguazul, Casanare",,,,
DISTRIBUIDORA FERRECENTER,tienda de herramientas,Aguazul,5.1765163,-72.5508903,"Cl. 14 #22 55, Aguazul, Casanare",,,,
Almacén y Ferretería R.A.,comercio,Aguazul,5.1696966,-72.5481906,"Cra. 14 #10110 10-2 a, Aguazul, Casanare",,,,
Ferreteria J y N,tienda de herramientas,Aguazul,5.1688735,-72.5493445,"Cl 9 # 14 - 08, Aguazul, Casanare",,,,
Farmacenter Cusiana San Luís,farmacia,Aguazul,5.167633,-72.54839,"Cl 9 #11-61, Aguazul, Casanare",,,,
Drogueria Maffe R.H.,farmacia,Aguazul,5.1702046,-72.5494512,"Cl. 10 #15-52, Aguazul, Casanare",,,,
Farmacenter Cusiana,farmacia,Aguazul,5.170801,-72.551498,"Cl 9 #17-67, Aguazul, Casanare",,,,
Drogueria La Guafilla.,farmacia,Aguazul,5.3058602,-72.4442831,"Kilometro 4, Yopal, Aguazul, Casanare",,,,
Droguería Alemana,farmacia,Aguazul,5.170335,-72.5498616,"Cra. 16 #9-75, Aguazul, Casanare",,,,
Mercandy plaza,supermercado,Aguazul,5.1744452,-72.5513839,"Cl. 12 #21-21, Aguazul, Casanare",,,,
Centro Fruver de la 15,supermercado,Aguazul,5.1739284,-72.5469903,"Cra. 17 #114 15-08 a 15, Aguazul, Casanare",,,,
SUPERMARKET EL MORDISCO,supermercado,Aguazul,5.0828415,-72.6030153,"65, Aguazul, Casanare",,,,
AUTOSERVICIO LA ESQUINA,supermercado,Aguazul,5.1670201,-72.5478762,"Cl 9 #11-7, Aguazul, Casanare",,,,
Supermercado la placita,comercio,Aguazul,5.1688763,-72.5503482,"Cra. 15 #875 8-1 a, Aguazul, Casanare",,,,
Taller Mecanica Y Lubricacion La Virgen,taller de camiones,Aguazul,5.180655,-72.5543122,"Aguazul, Casanare",,,,
sevarllantas,taller de revisión de automóviles,Aguazul,5.1790604,-72.541662,"a 23-58, Cra. 17 #23-2, Aguazul, Casanare",,,,
CDA AGUAZUL SAS ZOMAC,oficinas de empresa,Aguazul,5.175205,-72.5518433,"Cl. 12 #22- 40, Aguazul, Casanare",,,,
Montallantas,taller mecánico,Aguazul,5.1481564,-72.5208101,"Aguazul, Casanare",,,,
SERVICENTRO LLANO CAR,taller de automóviles,Aguazul,5.1691452,-72.5524874,"Cl. 7 #17 - 18, Aguazul, Casanare",,,,
KOAJ BASIC AGUAZUL,tienda de ropa,Aguazul,5.1704704,-72.5501296,"Cl. 10 #16-45, Aguazul, Casanare",,,,
Lili Pink,tienda de ropa de mujer,Aguazul,5.1711325,-72.5514519,"Cl 9 #18-32, Aguazul, Casanare",,,,
Turquía Boutique,tienda de ropa de mujer,Aguazul,5.1696676,-72.5530171,"856010, Aguazul, Casanare",,,,
Aleyna,tienda de ropa,Aguazul,5.1758172,-72.5492996,"Cra. 21 #14 64, Aguazul, Casanare",,,,
Heidy's_Store,boutique,Aguazul,5.1713636,-72.5522093,"Cl 9 #18 45, centro, Aguazul, Casanare",,,,
Papeleria Milena,librería,Aguazul,5.1787039,-72.553213,"Cl. 13 #2 25, Aguazul, Casanare",,,,
Multipapeles Aguazul,papelería,Aguazul,5.1778906,-72.5424616,"Cl. 22 #16-37, Aguazul, Casanare",,,,
Papelería JB,papelería,Aguazul,5.3435169,-72.3980742,"Cra. 20 #15 # 14, Yopal, Casanare",,,,
papeleria bethel,papelería,Aguazul,5.1716699,-72.5509769,"Cl. 10 #18-38, Aguazul, Casanare",,,,
MILE Papeleria y Variedades,comercio,Aguazul,5.1005259,-72.4562771,Calle 14 # 13-05 SanJose del Bubuy San Jose del Bubuy casananre,,,,
Restaurante Bar Wings,restaurante,Villanueva,4.6140018,-72.9278633,"Cra. 12 #13-69, Villanueva, Casanare",,,,
Restaurante Gourmet de Nelsy,restaurante,Villanueva,4.6092173,-72.9293444,"Villanueva, Casanare",,,,
La Parrilla del Paisa,restaurante,Villanueva,4.6064115,-72.9279921,"Cl. 7 #7 02, Villanueva, Casanare",,,,
LA CASONA COFFEE HOUSE,restaurante,Villanueva,4.6111917,-72.9322805,"Cra. 14 #8-03 65, Villanueva, Casanare",,,,
Bambú Restaurant Parrilla,restaurante,Villanueva,4.6084081,-72.9288649,"Cra. 9 #8103 8-1 a, Villanueva, Casanare",,,,
Ferreteria Morales,ferretería,Villanueva,4.6121627,-72.9297582,"Cl. 11 #12 - 60, Villanueva, Casanare",,,,
Hierros del casanare,ferretería,Villanueva,4.6064428,-72.9289724,"Cl. 6 #7-67, Villanueva, Casanare",,,,
Ferreseptima,tienda de herramientas,Villanueva,4.6062048,-72.9275923,"Calle 7 # 6 22, Cl. 7 #8 - 69, Villanueva, Casanare",,,,
Ferroriente,tienda de herramientas,Villanueva,4.610555,-72.9280182,"Cl. 11 #10-03, Villanueva, Casanare",,,,
Ferretodo Villanueva.,tienda de herramientas,Villanueva,4.6177315,-72.924835,"Cra. 12 # 19 - 07, Villanueva, Casanare",,,,
Droguería Alemana,farmacia,Villanueva,4.6108166,-72.927828,"Cl. 11 #9 - 78, Villanueva, Casanare",,,,
DROGUERIA LLANO FARMA VILLANUEVA,farmacia,Villanueva,4.6103505,-72.9305251,"855030, Villanueva, Casanare",,,,
Droguería J&C Farmacias,farmacia,Villanueva,4.6101738,-72.9323376,"Cl. 7 #13-44, Fundadores, Villanueva, Casanare",,,,
Drogueria farmallanos,farmacia,Villanueva,4.6095661,-72.9266266,"Cl. 11 #8-59, Villanueva, Casanare",,,,
Autoservicio Universal Central,tienda de alimentación,Villanueva,4.6079945,-72.9276652,"Cra 8 #9-56, Villanueva, Casanare",,,,
D1 Villanueva 1,supermercado,Villanueva,4.6087984,-72.9271558,"Cra. 8, Calle 2ª A Sur #9104 #9, Villanueva, Casanare",,,,
SurtimayoristaVillanuevaCasanare,mercado,Villanueva,4.6087835,-72.9255838,"Cra. 7 #11-18, Villanueva, Casanare",,,,
UNICO TU SUPERMERCADO,supermercado,Villanueva,4.6144828,-72.9275032,"Cra. 12 #14-63, Villanueva, Casanare",,,,
Supermercados Universal,supermercado,Villanueva,4.6129169,-72.9376587,"Cra. 8 #8-70, Villanueva, Casanare",,,,
Taller los mellos J.R,taller de reparación de automóviles,Villanueva,4.6065618,-72.9246873,"Cl. 4 #9-39, Villanueva, Casanare",,,,
Montallantas el Nevado.,taller mecánico,Villanueva,4.6098056,-72.9262395,"Cra 8 #11-34, Villanueva, Casanare",,,,
CENTRO DE DIAGNOSTICO AUTOMOTRIZ VILLANUEVA SAS,oficinas de empresa,Villanueva,4.6079162,-72.9246736,"Cl. 11 #5-34, Villanueva, Casanare",,,,
Taller montallantas 24 horas MAURICIO LOPEZ GALINDO,taller mecánico,Villanueva,4.6118387,-72.9254182,"Vereda la libertad, 855030, Villanueva, Casanare",,,,
cars-servise. servicio automotriz,taller mecánico,Villanueva,4.6089522,-72.9244633,"calle 12 numero 5-74, Cra. 6 #12-18, Villanueva, Casanare",,,,
KOAJ BASIC VILLANUEVA,tienda de ropa,Villanueva,4.6104681,-72.9292379,"Cra. 11 #9-60, Villanueva, Casanare",,,,
EXOTIC BOUTIQUE,tienda de ropa de hombre,Villanueva,4.6077833,-72.9329934,"Cra. 12 #4 - 63, Villanueva, Casanare",,,,
Guapa's Boutique,tienda de ropa,Villanueva,4.6177986,-72.9247169,"a 19-113, Cra. 12 #19-1, Villanueva, Casanare",,,,
Megamoda,tienda de ropa,Villanueva,4.6121352,-72.9297338,"Calle 11, vía principal #12 - 25, fundadores, Villanueva, Casanare",,,,
Celeste BOUTIQUE,tienda de ropa,Villanueva,4.6121681,-72.9304058,"Cra. 13 #1019, Villanueva, Casanare",,,,
PAPELERÍA PAPER DREAMS,papelería,Villanueva,4.6101355,-72.9317077,"Cra. 13 #7-66, Libertadores, Villanueva, Casanare",,,,
Papelería El Crayon,papelería,Villanueva,4.6053771,-72.9345561,"Cra. 12 # 1- 20, Villanueva, Casanare",,,,
PAPELERIA DYVARI,papelería,Villanueva,4.6134813,-72.9279093,"Cra. 12 #13 - 36, Villanueva, Casanare",,,,
Papeleria El Estudiante,papelería,Villanueva,4.612222,-72.9293008,"Villanueva, Casanare",,,,
Papelería Y Miscelánea El Peluche,tienda de regalos,Villanueva,4.604888,-72.934349,"Cl. 1 # 11 - 43, Villanueva, Casanare",,,,
UTTAMU Restaurante  Bar,bar restaurante,Tauramena,5.0227856,-72.7477514,"Calle 18 A #12  65, Tauramena, Casanare",,,,
Restaurante Casa China Tauramena,restaurante chino,Tauramena,5.0218906,-72.746912,"Libertadores bajo, Cl. 17a #11 - 22, Tauramena, Casanare",,,,
Restaurante El Alcaravan,restaurante,Tauramena,5.0192975,-72.7476929,"Carrera 12, Dg. 8 #11-64, Tauramena, Casanare",,,,
La selva club campestre,restaurante,Tauramena,5.0025919,-72.7746382,"Tauramena, Casanare",,,,
MARTIN REZ PARRILLA BAR,parrilla,Tauramena,5.0180617,-72.748088,"Cl. 8 #11-07, Tauramena, Casanare",,,,
El Punto De La Construcción Del Llano,ferretería,Tauramena,5.0150332,-72.7520801,"Cra. 13 #2 -54, Tauramena, Casanare",,,,
FERRETERIA JIRETH ALCASA SAS,tienda de herramientas,Tauramena,5.0180857,-72.752035,"Cra. 15 #5-79, Tauramena, Casanare",,,,
Construvarios SAS,ferretería,Tauramena,5.333185,-72.401218,"Cl. 24 #12-26, Yopal, Casanare",,,,
Surtidora Casanareña,ferretería,Tauramena,5.3453181,-72.3999774,"Cra. 19 #11-41, Yopal, Casanare",,,,
Ladrillera y Ferretería el Alcaravan del estadio,tienda de herramientas,Tauramena,5.3195972,-72.3930978,"Trasv 18 # 40, Yopal, Casanare",,,,
Droguería tauramena,farmacia,Tauramena,5.0163426,-72.749197,"Cl. 6 #11-25, Tauramena, Casanare",,,,
Drogueria Tierradentro,farmacia,Tauramena,5.0160399,-72.750079,"Cra. 12 #5-04, Tauramena, Casanare",,,,
Droguería Libertadores S&S,farmacia,Tauramena,5.0231935,-72.745879,"Calle 18 B #11-04, Tauramena, Casanare",,,,
Superdrogas Tauramena,farmacia,Tauramena,5.0164188,-72.7520471,"854030, Tauramena, Casanare",,,,
Droguería Megadescuentos,farmacia,Tauramena,5.0094864,-72.7465193,"Cra. 5 #2 - 02, Tauramena, Casanare",,,,
Tienda D1 Tauramena,tienda de alimentación,Tauramena,5.0180858,-72.7506174,"Cra. 14 #6-56, Tauramena, Casanare",,,,
MEGABASTOS DEL PIEDEMONTE,supermercado,Tauramena,5.01415,-72.7519052,"Cl. 2 #12-39, Tauramena, Casanare",,,,
hipermercado sanpedro,supermercado,Tauramena,5.0181997,-72.7538964,"Cra. 17 #4-57, Tauramena, Casanare",,,,
Supermercado La Gran Bodega,tienda de alimentación,Tauramena,5.0175022,-72.7487528,"Cl. 7, Tauramena, Casanare",,,,
Autoservicio El Cokit,supermercado,Tauramena,5.0181289,-72.7505993,"Cra. 14 #6 - 86, Tauramena, Casanare",,,,
Taller AutoElectricos Arias,taller de reparación de automóviles,Tauramena,5.0146721,-72.7501153,"Cra. 11 #3 36, Tauramena, Casanare",,,,
SERVICIO AUTOMOTRIZ Y PINTURA CARLOS E BAQUERO,taller mecánico,Tauramena,5.0136747,-72.7510406,"Cl. 2 #11-18, Tauramena, Casanare",,,,
Servimotos R&R 2024,taller mecánico,Tauramena,5.0178689,-72.7518069,"Cra. 15 #5-58, Tauramena, Casanare",,,,
cordillera montajes y servicios,taller mecánico,Tauramena,5.0083264,-72.7456446,"calle2b numero 3-36, Tauramena, Casanare",,,,
Montallantas Donde El Boyaco,taller de automóviles,Tauramena,5.0115787,-72.7438757,carrera 4 # 4 - 125 a,,,,
KOAJ BASIC TAURAMENA,tienda de ropa,Tauramena,5.0177552,-72.7507865,"Cra. 14 #6 - 30, Tauramena, Casanare",,,,
Punto Intimo Underwear - Tauramena,tienda de ropa,Tauramena,5.0173213,-72.7511562,"Cra. 14 #5 - 66, Tauramena, Casanare",,,,
Outlet Juanito's,tienda de ropa infantil,Tauramena,5.0168232,-72.7460612,"Tauramena, Casanare",,,,
Faride Boutique,tienda de ropa,Tauramena,5.0214872,-72.7482106,"Libertadores alto, Dg. 17 #13-24, Tauramena, Casanare",,,,
TIENDA DE ROPA COPETE,tienda de ropa de mujer,Tauramena,5.0163889,-72.7519867,"Cra. 14 #4-05, Tauramena, Casanare",,,,
Papelería Mundo Virtual,tienda de material escolar,Tauramena,5.0207904,-72.7430595,"854030, Cra. 7 #cll 15, Tauramena, Casanare",,,,
Papeleria Del Llano,tienda de regalos,Tauramena,5.0176014,-72.750817,"Cl. 6, Tauramena, Casanare",,,,
La central Papelera,papelería,Tauramena,5.0157149,-72.75125,"Cl. 4 #12-45, CENTRO, Tauramena, Casanare",,,,
Papeleria Central Tauramena,tienda de regalos,Tauramena,5.0183708,-72.7486687,"Cl. 8 #12-07, Tauramena, Casanare",,,,
Super Copias,papelería,Tauramena,5.0173427,-72.7512673,"Cra. 14 #51 a 5-103, Tauramena, Casanare",,,,
Restaurante El Botalon,restaurante,Monterrey,4.8726288,-72.887367,"Cl. 13 A #1 esquina, Monterrey, Casanare",,,,
Julia de mi amor Restaurante Bar,restaurante,Monterrey,4.8763232,-72.8959742,"Cl. 16, Monterrey, Casanare",,,,
La chulada fast food Monterrey,hamburguesería,Monterrey,4.8691428,-72.8999452,"Calle 5#10c 06 barrio Olímpico, Monterrey, Casanare",,,,
Canaima Restaurante y Centro Ecoturistico,restaurante,Monterrey,4.8518766,-72.8909974,"Vereda bellavista sector los bugambiles, Finca Canaima, Monterrey, Casanare",,,,
Restaurante Cositas Ricas,restaurante,Monterrey,4.8767653,-72.8938841,"Monterrey, Casanare",,,,
FERRETERÍA CONSTRUMAC,ferretería,Monterrey,4.8778429,-72.8942712,"Monterrey, Casanare",,,,
Ferreconstrucciones La roca,ferretería,Monterrey,4.8767834,-72.8876342,"Cr 1 #18-13, Monterrey, Casanare",,,,
Ferretería Ferreruedas,ferretería,Monterrey,4.8779846,-72.8951771,"calle 18 # 8-68, Monterrey, Casanare",,,,
FERRETERIA FERRETODO,ferretería,Monterrey,4.8777139,-72.8948226,"Cl. 18 #9-35, ALCARAVANES, Monterrey, Casanare",,,,
Drogueria san pedro,farmacia,Monterrey,4.8781426,-72.896479,"Cra 6 #16-68, Monterrey, Casanare",,,,
Drogueria san pedro monterrey,farmacia,Monterrey,4.8763894,-72.8925607,"Centro, 855010, Monterrey, Casanare",,,,
DROGUERIA SAN JUAN Nº2,farmacia,Monterrey,4.8767048,-72.8929389,"Unnamed Road, Monterrey, Casanare",,,,
Drogueria Monterrey,farmacia,Monterrey,4.8768702,-72.8972164,"Monterrey, Casanare",,,,
Droguería Alemana,farmacia,Monterrey,4.881433,-72.8951085,"Cra. 11 #20A - 23, Monterrey, Casanare",,,,
SUPERMERCADO Mio J y A,supermercado,Monterrey,4.8762878,-72.893579,"Cra. 7ª, Monterrey, Casanare",,,,
Supermercado La Piolina,supermercado,Monterrey,4.8779993,-72.8952493,"Los Alcaravanes, Cl. 18 #9-38, Monterrey, Casanare",,,,
Autoservicio Paguemenos,supermercado,Monterrey,4.8768361,-72.8938084,"C. 17 #7 35, Centro, Monterrey, Casanare",,,,
Autoservicio SURTIMAX,supermercado,Monterrey,4.8766958,-72.8972906,"Cra. 11 #15-55, Monterrey, Casanare",,,,
Taller mecánico FV,taller mecánico,Monterrey,4.8438921,-72.8543372,"Monterrey, Casanare",,,,
Taller los pinzas,taller de automóviles,Monterrey,4.877275,-72.8874014,"km 2 vía yopal 18-06, Monterrey, Casanare",,,,
TECNIMOTORES Y GUADAAS J.M,taller de automóviles,Monterrey,4.8781426,-72.896479,"CR 8#19-40, La Primavera, Monterrey, Casanare",,,,
